"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Thomas County, GA","13275",2604,697275,373.454,311.457
,"Tift County, GA","13277",1932,623841,309.694,308.391
,"Toombs County, GA","13279",1615,423320,381.508,358.817
,"Towns County, GA","13281",726,164723,440.740,231.303
,"Treutlen County, GA","13283",464,108363,428.190,392.473
,"Troup County, GA","13285",3630,1028432,352.965,340.009
,"Turner County, GA","13287",575,140435,409.442,344.876
,"Twiggs County, GA","13289",658,148482,443.151,402.633
,"Union County, GA","13291",1233,328642,375.180,212.125
,"Upson County, GA","13293",2084,429452,485.270,400.068
,"Walker County, GA","13295",4483,1057301,424.004,374.222
,"Walton County, GA","13297",3459,1249131,276.913,297.990
,"Ware County, GA","13299",2480,563347,440.226,356.837
,"Warren County, GA","13301",416,93627,444.316,321.532
,"Washington County, GA","13303",1209,332306,363.821,323.629
,"Wayne County, GA","13305",1603,462453,346.630,355.354
,"Webster County, GA","13307",112,41956,266.946,200.113
,"Wheeler County, GA","13309",347,115782,299.701,299.339
,"White County, GA","13311",1232,411242,299.580,257.812
,"Whitfield County, GA","13313",3693,1526141,241.983,272.181
,"Wilcox County, GA","13315",549,141956,386.740,328.189
,"Wilkes County, GA","13317",843,164621,512.085,353.763
,"Wilkinson County, GA","13319",671,153610,436.821,380.832
,"Worth County, GA","13321",1147,341622,335.751,306.495
,"Ada County, ID","16001",10843,5840768,185.643,205.176
,"Adams County, ID","16003",179,60193,297.377,215.829
,"Bannock County, ID","16005",3189,1219741,261.449,282.708
,"Bear Lake County, ID","16007",330,95825,344.378,245.516
,"Benewah County, ID","16009",487,130788,372.358,274.632
,"Bingham County, ID","16011",1508,647053,233.057,254.449
,"Blaine County, ID","16013",359,329334,109.008,138.476
,"Boise County, ID","16015",209,109597,190.699,193.557
,"Bonner County, ID","16017",1846,631444,292.346,235.822
,"Bonneville County, ID","16019",3464,1551117,223.323,246.219
,"Boundary County, ID","16021",558,165477,337.207,273.823
,"Butte County, ID","16023",134,43689,306.713,236.975
,"Camas County, ID","16025",29,16915,171.445,150.387
,"Canyon County, ID","16027",5812,2783128,208.830,233.034
,"Caribou County, ID","16029",338,109902,307.547,250.561
,"Cassia County, ID","16031",957,350103,273.348,252.711
,"Clark County, ID","16033",23,14367,160.089,189.807
,"Clearwater County, ID","16035",471,133870,351.834,228.869
,"Custer County, ID","16037",185,66673,277.474,199.312
,"Elmore County, ID","16039",792,401895,197.066,258.466
,"Franklin County, ID","16041",457,197497,231.396,214.927
,"Fremont County, ID","16043",520,201710,257.796,260.675
,"Gem County, ID","16045",870,259096,335.783,230.114
,"Gooding County, ID","16047",753,233406,322.614,267.899
,"Idaho County, ID","16049",853,244743,348.529,222.901
,"Jefferson County, ID","16051",609,379185,160.608,210.288
,"Jerome County, ID","16053",713,328701,216.914,239.713
,"Kootenai County, ID","16055",5343,2085785,256.163,225.467
,"Latah County, ID","16057",1080,571691,188.913,209.110
,"Lemhi County, ID","16059",398,122432,325.078,203.461
,"Lewis County, ID","16061",205,56360,363.733,222.709
,"Lincoln County, ID","16063",159,77053,206.351,215.899
,"Madison County, ID","16065",702,552172,127.134,275.173
,"Minidoka County, ID","16067",865,307886,280.948,241.509
,"Nez Perce County, ID","16069",2237,576848,387.797,244.474
,"Oneida County, ID","16071",237,66594,355.888,244.047
,"Owyhee County, ID","16073",406,169704,239.240,228.143
,"Payette County, ID","16075",1007,344747,292.098,258.516
,"Power County, ID","16077",313,116463,268.755,290.754
,"Shoshone County, ID","16079",882,200235,440.482,301.146
,"Teton County, ID","16081",150,143331,104.653,192.812
,"Twin Falls County, ID","16083",3084,1158983,266.095,225.613
,"Valley County, ID","16085",271,146909,184.468,171.661
,"Washington County, ID","16087",618,156521,394.835,251.203
,"Adams County, IL","17001",4334,1064201,407.254,261.157
,"Alexander County, IL","17003",673,131087,513.399,388.985
,"Bond County, IL","17005",919,279203,329.151,258.709
,"Boone County, IL","17007",1828,804330,227.270,247.315
,"Brown County, IL","17009",337,108834,309.646,284.627
,"Bureau County, IL","17011",2211,548260,403.276,256.289
,"Calhoun County, IL","17013",397,80558,492.813,302.463
,"Carroll County, IL","17015",1107,246218,449.602,266.346
,"Cass County, IL","17017",913,213402,427.831,321.870
,"Champaign County, IL","17019",5695,2845278,200.156,213.680
,"Christian County, IL","17021",2207,550658,400.793,269.847
,"Clark County, IL","17023",1312,261947,500.865,334.560
,"Clay County, IL","17025",1003,219843,456.235,298.601
,"Clinton County, IL","17027",1894,590321,320.842,259.333
,"Coles County, IL","17029",2906,838266,346.668,291.542
,"Cook County, IL","17031",221685,77512438,285.999,275.046
,"Crawford County, IL","17033",1399,314292,445.127,310.306
,"Cumberland County, IL","17035",630,175523,358.927,252.078
,"DeKalb County, IL","17037",3269,1564712,208.920,235.718
,"De Witt County, IL","17039",1020,263337,387.336,284.058
,"Douglas County, IL","17041",1104,316728,348.564,264.705
,"DuPage County, IL","17043",28962,13084516,221.346,211.656
,"Edgar County, IL","17045",1582,296017,534.429,348.055
,"Edwards County, IL","17047",450,106895,420.974,281.795
,"Effingham County, IL","17049",1784,545191,327.225,256.658
,"Fayette County, IL","17051",1157,348803,331.706,252.318
,"Ford County, IL","17053",1107,222521,497.481,288.744
,"Franklin County, IL","17055",2330,626618,371.837,256.710
,"Fulton County, IL","17057",2428,586337,414.096,271.425
,"Gallatin County, IL","17059",490,91145,537.605,359.679
,"Greene County, IL","17061",881,222485,395.982,278.115
,"Grundy County, IL","17063",1877,739458,253.835,264.026
,"Hamilton County, IL","17065",736,133571,551.018,344.950
,"Hancock County, IL","17067",1177,305183,385.670,235.846
,"Hardin County, IL","17069",339,69864,485.228,336.680
,"Henderson County, IL","17071",531,118622,447.640,288.410
,"Henry County, IL","17073",2972,798655,372.126,259.190
,"Iroquois County, IL","17075",2261,474043,476.961,298.166
,"Jackson County, IL","17077",2509,911410,275.288,272.933
,"Jasper County, IL","17079",586,155757,376.227,254.798
,"Jefferson County, IL","17081",2036,618971,328.933,249.197
,"Jersey County, IL","17083",1372,357617,383.651,298.892
,"Jo Daviess County, IL","17085",1305,358129,364.394,226.395
,"Johnson County, IL","17087",610,203440,299.843,257.512
,"Kane County, IL","17089",13236,7554495,175.207,212.879
,"Kankakee County, IL","17091",5842,1735513,336.615,298.804
,"Kendall County, IL","17093",2037,1538664,132.388,205.142
,"Knox County, IL","17095",3688,838317,439.929,286.713
,"Lake County, IL","17097",19759,10240387,192.952,215.661
,"LaSalle County, IL","17099",7444,1782098,417.710,292.279
,"Lawrence County, IL","17101",1094,263894,414.560,286.349
,"Lee County, IL","17103",1951,562494,346.848,264.024
,"Livingston County, IL","17105",2540,612111,414.957,295.978
,"Logan County, IL","17107",1543,481159,320.684,236.379
,"McDonough County, IL","17109",1822,506493,359.729,276.370
,"McHenry County, IL","17111",9016,4628178,194.807,242.275
,"McLean County, IL","17113",5514,2533849,217.614,232.680
,"Macon County, IL","17115",6716,1741582,385.626,282.145
,"Macoupin County, IL","17117",3159,758581,416.435,281.722
,"Madison County, IL","17119",14688,4195853,350.060,292.789
,"Marion County, IL","17121",2785,627091,444.114,306.618
,"Marshall County, IL","17123",946,200021,472.950,287.851
,"Mason County, IL","17125",928,236000,393.220,255.429
,"Massac County, IL","17127",1135,241369,470.234,308.542
,"Menard County, IL","17129",598,200788,297.827,231.302
,"Mercer County, IL","17131",988,261939,377.187,249.316
,"Monroe County, IL","17133",1345,508615,264.444,217.268
,"Montgomery County, IL","17135",1961,476757,411.321,270.376
,"Morgan County, IL","17137",2286,564664,404.843,287.843
,"Moultrie County, IL","17139",1000,234313,426.780,259.882
,"Ogle County, IL","17141",2523,834215,302.440,242.755
,"Peoria County, IL","17143",9387,2853354,328.981,269.727
,"Perry County, IL","17145",1372,353167,388.485,291.982
,"Piatt County, IL","17147",923,263223,350.653,258.878
,"Pike County, IL","17149",938,263088,356.535,216.329
,"Pope County, IL","17151",295,69032,427.338,291.185
,"Pulaski County, IL","17153",530,99645,531.888,374.376
,"Putnam County, IL","17155",287,94287,304.390,217.979
,"Randolph County, IL","17157",1974,530725,371.944,272.174
,"Richland County, IL","17159",1101,256226,429.699,260.156
,"Rock Island County, IL","17161",8655,2297670,376.686,275.000
,"St. Clair County, IL","17163",12671,4142866,305.851,281.428
,"Saline County, IL","17165",2024,399788,506.268,346.354
,"Sangamon County, IL","17167",9532,3061116,311.390,258.509
,"Schuyler County, IL","17169",539,117085,460.349,291.231
,"Scott County, IL","17171",336,85080,394.922,274.543
,"Shelby County, IL","17173",1405,355340,395.396,250.996
,"Stark County, IL","17175",416,96033,433.184,252.803
,"Stephenson County, IL","17177",2781,752142,369.744,232.571
,"Tazewell County, IL","17179",6948,2103990,330.230,253.408
,"Union County, IL","17181",1142,282419,404.364,282.143
,"Vermilion County, IL","17183",5374,1290149,416.541,320.159
,"Wabash County, IL","17185",724,191481,378.105,247.232
,"Warren County, IL","17187",1165,281342,414.087,290.246
,"Washington County, IL","17189",1102,235127,468.683,317.151
,"Wayne County, IL","17191",1195,266373,448.619,296.581
,"White County, IL","17193",1202,234803,511.919,283.691
,"Whiteside County, IL","17195",3608,927185,389.135,265.677
,"Will County, IL","17197",19697,9820569,200.569,260.790
,"Williamson County, IL","17199",3651,1031015,354.117,271.683
,"Winnebago County, IL","17201",13859,4479976,309.354,264.338
,"Woodford County, IL","17203",1947,601532,323.674,228.577
,"Adams County, IN","18001",1759,544710,322.924,251.990
,"Allen County, IN","18003",13919,5442336,255.754,246.927
,"Bartholomew County, IN","18005",3547,1167117,303.911,273.656
,"Benton County, IN","18007",507,141492,358.324,273.052
,"Blackford County, IN","18009",789,206146,382.738,280.788
,"Boone County, IN","18011",2456,868176,282.892,275.530
,"Brown County, IN","18013",634,241140,262.918,215.620
,"Carroll County, IN","18015",883,320937,275.132,219.735
,"Cass County, IN","18017",2099,613112,342.352,271.920
,"Clark County, IN","18019",5457,1690248,322.852,313.307
,"Clay County, IN","18021",1702,426439,399.119,327.722
,"Clinton County, IN","18023",1975,526964,374.788,290.684
,"Crawford County, IN","18025",570,171381,332.592,305.599
,"Daviess County, IN","18027",1744,496165,351.496,299.603
,"Dearborn County, IN","18029",2060,778065,264.759,258.362
,"Decatur County, IN","18031",1341,405775,330.479,280.826
,"De Kalb County, IN","18033",1951,664433,293.634,271.842
,"Delaware County, IN","18035",6011,1855346,323.983,280.044
,"Dubois County, IN","18037",2187,661077,330.824,274.305
,"Elkhart County, IN","18039",8433,3070704,274.628,269.070
,"Fayette County, IN","18041",1564,386973,404.163,308.127
,"Floyd County, IN","18043",3614,1165811,309.999,288.335
,"Fountain County, IN","18045",1077,274153,392.846,286.704
,"Franklin County, IN","18047",976,364893,267.476,242.874
,"Fulton County, IN","18049",1373,324525,423.080,328.802
,"Gibson County, IN","18051",1713,529475,323.528,253.542
,"Grant County, IN","18053",4003,1107524,361.437,285.271
,"Greene County, IN","18055",2100,524351,400.495,315.742
,"Hamilton County, IN","18057",5986,3959754,151.171,207.883
,"Hancock County, IN","18059",2668,1056072,252.634,254.177
,"Harrison County, IN","18061",1694,605106,279.951,263.397
,"Hendricks County, IN","18063",4495,2168950,207.243,239.808
,"Henry County, IN","18065",2917,775568,376.111,289.203
,"Howard County, IN","18067",4737,1314387,360.396,291.177
,"Huntington County, IN","18069",2146,590690,363.304,284.062
,"Jackson County, IN","18071",2191,667356,328.311,288.592
,"Jasper County, IN","18073",1582,517807,305.519,279.945
,"Jay County, IN","18075",1180,340893,346.150,282.409
,"Jefferson County, IN","18077",1936,510845,378.980,335.232
,"Jennings County, IN","18079",1274,449292,283.557,308.144
,"Johnson County, IN","18081",6035,2119569,284.728,282.688
,"Knox County, IN","18083",2727,607834,448.642,346.919
,"Kosciusko County, IN","18085",3315,1213862,273.095,254.269
,"Lagrange County, IN","18087",1329,589688,225.373,263.471
,"Lake County, IN","18089",25261,7685926,328.666,296.834
,"La Porte County, IN","18091",6228,1748724,356.145,308.516
,"Lawrence County, IN","18093",2940,729243,403.158,316.619
,"Madison County, IN","18095",7255,2075968,349.476,282.366
,"Marion County, IN","18097",37267,13941270,267.314,285.801
,"Marshall County, IN","18099",2362,738860,319.682,258.698
,"Martin County, IN","18101",613,163732,374.392,323.091
,"Miami County, IN","18103",2003,579769,345.482,311.308
,"Monroe County, IN","18105",3826,2022452,189.176,212.911
,"Montgomery County, IN","18107",2135,602900,354.122,289.832
,"Morgan County, IN","18109",3131,1088678,287.597,304.557
,"Newton County, IN","18111",766,226009,338.925,277.132
,"Noble County, IN","18113",2102,752229,279.436,268.734
,"Ohio County, IN","18115",313,94930,329.717,276.942
,"Orange County, IN","18117",1141,312517,365.100,306.658
,"Owen County, IN","18119",1138,343427,331.366,314.437
,"Parke County, IN","18121",946,274380,344.777,296.309
,"Perry County, IN","18123",1058,305867,345.902,270.098
,"Pike County, IN","18125",834,204036,408.751,317.877
,"Porter County, IN","18127",6460,2523133,256.031,252.926
,"Posey County, IN","18129",1160,415229,279.364,250.016
,"Pulaski County, IN","18131",906,212768,425.816,326.484
,"Putnam County, IN","18133",1703,594384,286.515,267.400
,"Randolph County, IN","18135",1520,415745,365.609,269.290
,"Ripley County, IN","18137",1465,448711,326.491,267.741
,"Rush County, IN","18139",1025,277817,368.948,286.920
,"St. Joseph County, IN","18141",13483,4144380,325.332,272.337
,"Scott County, IN","18143",1177,378244,311.175,303.753
,"Shelby County, IN","18145",2153,697525,308.663,274.268
,"Spencer County, IN","18147",1015,330904,306.735,265.508
,"Starke County, IN","18149",1463,369489,395.952,356.410
,"Steuben County, IN","18151",1556,539386,288.476,260.975
,"Sullivan County, IN","18153",1379,341007,404.391,344.535
,"Switzerland County, IN","18155",505,163101,309.624,297.169
,"Tippecanoe County, IN","18157",5512,2514722,219.189,255.356
,"Tipton County, IN","18159",918,254532,360.662,262.364
,"Union County, IN","18161",358,116933,306.158,273.357
,"Vanderburgh County, IN","18163",9329,2805409,332.536,267.095
,"Vermillion County, IN","18165",1441,258431,557.596,406.765
,"Vigo County, IN","18167",6286,1672016,375.953,322.428
,"Wabash County, IN","18169",2108,524462,401.936,260.907
,"Warren County, IN","18171",418,134953,309.737,251.587
,"Warrick County, IN","18173",2437,913410,266.802,246.074
,"Washington County, IN","18175",1441,444705,324.035,309.041
,"Wayne County, IN","18177",4249,1089225,390.094,290.439
,"Wells County, IN","18179",1351,441261,306.168,231.904
,"White County, IN","18181",1320,391593,337.085,251.895
,"Whitley County, IN","18183",1548,518982,298.276,254.575
,"Adair County, IA","19001",676,122756,550.686,264.589
,"Adams County, IA","19003",319,64779,492.444,273.335
,"Allamakee County, IA","19005",937,225330,415.835,251.759
,"Appanoose County, IA","19007",1292,207214,623.510,358.209
,"Audubon County, IA","19009",455,97847,465.012,220.207
,"Benton County, IA","19011",1422,413057,344.262,251.409
,"Black Hawk County, IA","19013",6103,2032493,300.272,245.068
,"Boone County, IA","19015",1619,418974,386.420,268.706
,"Bremer County, IA","19017",1413,383195,368.742,240.140
,"Buchanan County, IA","19019",1138,333274,341.461,263.862
,"Buena Vista County, IA","19021",1110,299685,370.389,227.188
,"Butler County, IA","19023",1241,237755,521.966,282.652
,"Calhoun County, IA","19025",782,160500,487.227,235.799
,"Carroll County, IA","19027",1314,330721,397.314,222.728
,"Cass County, IA","19029",1098,220143,498.767,271.922
,"Cedar County, IA","19031",1081,291269,371.135,232.889
,"Cerro Gordo County, IA","19033",2900,699954,414.313,262.084
,"Cherokee County, IA","19035",894,192521,464.365,239.737
,"Chickasaw County, IA","19037",863,199105,433.440,263.368
,"Clarke County, IA","19039",607,146420,414.561,279.853
,"Clay County, IA","19041",911,265165,343.560,203.442
